Date,Stock,Headline,Label
2009-12-05,GM-US,Buyout firm RHJ International (RHJI.BB) also considering purchase of GM's European operations - WSJ,0
2009-12-09,1211-HK,"Barron's Asia Trader is positive on BYD, one of Berkshire Hathaway's investments",0
2009-12-10,PII-US,Polaris Industries upgraded to buy from hold at Citi,1
2009-12-22,F-US,"Ford aiming to close sale of Volvo to Geely in early 2010-- Reuters, citing sources",1
2010-01-21,PII-US,Polaris Industries increases quarterly dividend by 2.6% to $0.40 from $0.39,0
2010-01-28,RNO-FR,Renault trading higheron market talk company selling shares in Volvo (VOLVB.SS) -- Reuters citing traders,1
2010-01-28,PII-US,Polaris Industries reports Q4 EPS $1.31 vs Reuters $1.23,0
2010-02-15,RNO-FR,"Renault studying partial or complete exit from Volvo (VOLVB.SS) to raise cash, says La Lettre de L'Expansion, without citing sources - Bloomberg",1
2010-03-02,PII-US,Polaris Industries acquires swissauto Powersports division,1
2010-03-06,7269-JP,Suzuki to sell 3.66M shares to Volkswagen (VOW.GR) -- Bloomberg,0
2010-03-10,GM-US,General Motors IPO expected to raise about $7-8B -- FT,0
2010-03-10,GM-US,General Motors seeking new partnerships -- WSJ,0
2010-03-26,F-US,WSJ reports Ford could sign deal to sell Volvo to Geely (175.HK) on Sunday,0
2010-03-27,RNO-FR,Mahindra & Mahindra likely to freeze investment in Renault joint venture -- Economic Times,0
2010-04-21,PII-US,Polaris Industries reports Q1 EPS $0.59 vs Reuters $0.46,0
2010-04-22,PII-US,Polaris Industries downgraded to neutral from outperform at RW Baird,0
2010-05-20,PII-US,Polaris Industries upgraded to outperform from neutral at RW Baird,1
2010-05-20,PII-US,Polaris to realign manufacturing operations,1
2010-05-21,PII-US,Polaris Industries upgraded to buy from hold at Rochdale Research (timing uncertain),0
2010-05-24,PII-US,Polaris Industries upgraded to strong buy from market perform at Raymond James,0
2010-05-24,PII-US,Polaris Industries selling more vehicles than it can make - WSJ,0
2010-06-14,PII-US,Polaris Industries upgraded to buy from hold at KeyBanc,1
2010-07-16,PII-US,Polaris Industries initiated buy at Longbow Research - wires,0
2010-07-20,PII-US,Polaris Industries reports Q2 EPS $0.75 vs Reuters $0.68,0
2010-07-22,GM-US,General Motors planning to file for IPO during the week of 16-Aug -- Reuters,0
2010-08-04,PII-US,Polaris Industries initiated buy at Sidoti,0
2010-09-17,PII-US,Polaris Industries mentioned positively at Wedbush,0
2010-10-15,7261-JP,Ford (F) to reduce stake in Mazda to 3% or less from current ~11% stake through sale to Sumitomo firms--Nikkei,0
2010-10-18,PII-US,Wells Fargo comments on dealer survey at Polaris Industries,1
2010-10-19,PII-US,Polaris Industries receives contract from the National Guard Bureau,0
2010-10-19,PII-US,Polaris Industries reports Q3 EPS $1.37 vs Reuters $1.14,0
2010-11-11,GM-US,Demand may drive price of General Motors IPO to at least $30/share - WSJ,0
2011-01-20,PII-US,Polaris Industries increases quarterly dividend by 12.5% to $0.45 from $0.40,1
2011-01-26,PII-US,Polaris Industries initiated buy at Feltl and Company (pre-open) - wires,0
2011-01-26,RNO-FR,Renault targeting sale of 3M units in 2013 and a 5% operating margin -- Les Echos,0
2011-01-27,PII-US,Polaris Industries reports Q4 EPS $1.55 vs Reuters $1.49,0
2011-03-01,PII-US,Polaris Industries downgraded to neutral from buy at Longbow Research (pre-open) - wires,1
2011-03-06,7261-JP,Mazda considers selling its 50% of AutoAlliance International to Ford (F) - Nikkei,0
2011-03-06,7261-JP,"Mazda and Ford in discussions for breaking up AutoAlliance joint production venture--WSJ, citing sources",0
2011-03-26,7261-JP,Mazda has suspend orders of Japan-built vehicles for its US dealers -- WSJ,0
2011-04-03,7261-JP,"Mazda considers stopping production at Michigan JV with Ford (F), says Kyodo News - Reuters",0
2011-04-13,7202-JP,Isuzu denies that Volkswagen (VOW.GR) is considering buying all or part of it - Nikkei,0
2011-04-18,GM-US,US government plans to sell significant portion of remaining General Motors stake -- WSJ,0
2011-04-18,GM-US,US government plans to sell significant portion of remaining General Motors stake -- WSJ,0
2011-04-19,PII-US,Polaris Industries to keep some engine manufacturing in Osceola,1
2011-04-19,PII-US,Polaris Industries acquires Indian Motorcycle,1
2011-04-20,PII-US,Polaris Industries reports Q1 EPS $1.34 vs Reuters $0.70,0
2011-04-21,PII-US,Polaris Industries downgraded to neutral from outperform at RW Baird,0
2011-04-25,PII-US,Polaris to acquire Global Electric Motorcars LLC,1
2011-04-28,7261-JP,Mazda production in Japan and abroad should return to normal by October -- Nikkei,0
2011-05-28,GM-US,"GM cancels plans to develop plug-in hybrid vehicle -- Reuters, citing sources (earlier)",0
2011-06-20,PII-US,Polaris Industries estimates raised at Wedbush,1
2011-07-06,GM-US,General Motors ponders ways to spend cash - WSJ,1
2011-07-09,F-US,"Ford, Chrysler and the United Auto Workers remain far apart in contract talks-- AP",0
2011-07-18,7269-JP,Cracks showing in Suzuki Motor-Volkswagen (VOW.GR) alliance - Reuters,0
2011-07-19,PII-US,Polaris Industries reports Q2 EPS $1.37 vs Reuters $1.18,0
2011-07-20,PII-US,Polaris Industries announces 2-for-1 stock split,1
2011-08-06,PII-US,RBC sees recent pullback in Polaris Industries as a buying opportunity,0
2011-08-09,7270-JP,China likely to reject application for Fuji Heavy carmaking JV with Chery Automobile - Bloomberg,0
2011-08-16,PII-US,Polaris Industries upgraded to outperform from market perform at BMO Capital,0
2011-08-17,175-HK,Geely Holdings signs agreement with Manganese Bronze Holdings (MNGS.LN),0
2011-08-22,PII-US,Polaris Industries enters into credit agreement,1
2011-09-02,RNO-FR,Renault to announce plan for budget car growth stategy at presentation on 10-Feb-- Bloomberg (earlier),0
2011-09-03,RNO-FR,"According to the WSJ, Renault plans to forgive managers in corporate espionage investigation",0
2011-09-06,GM-US,General Motors is again considering the sale of Opel -- Auto Bild,1
2011-09-27,PII-US,Polaris Industries awarded $54.2M US Army contract,0
2011-09-28,F-US,Ford in talks to add 10K jobs as part of new 4 year contract with UAW -- Bloomberg,1
2011-10-01,GM-US,General Motors thinking about buying back part of Ally Financial - WSJ,0
2011-10-03,RNO-FR,"Follow-up: According to the WSJ, Renault plans to forgive managers in corporate espionage investigation",0
2011-10-05,7202-JP,"Isuzu in talks with Volkswagen on operational tie-up--Reuters, citing Isuzu executive",0
2011-10-17,7269-JP,Volkswagen (VOW.GR) says to keep its 19.9% stake in Suzuki Motor Corp; declined to comment on talks with Suzuki about their alliance -- Nikkei (earlier),0
2011-10-18,PII-US,Polaris Industries reports Q3 EPS $0.95 vs Reuters $0.84,1
2011-10-18,PII-US,"Correction: Polaris Industries reports Q3 results, updates full year guidance",1
2011-10-26,PII-US,Polaris announces investment in Brammo,1
2011-11-09,7269-JP,"Suzuki denies violating partnership agreement with Volkswagen (VOW.GR) - Reuters, citing spokesman",0
2011-11-16,PII-US,Polaris Industries to acquire Goupil Industrie SA,0
2011-12-08,PII-US,Polaris Industries upgraded to outperform from market perform at Wells Fargo,1
2011-12-09,7269-JP,Suzuki asks Volkswagen (VOW.GR) to dissolve their alliance - Nikkei,0
2011-12-09,7269-JP,"Suzuki to offer to dissolve alliance with Volkswagen (VOW.GR) - Nikkei, without citing sources",0
2011-12-19,PII-US,Polaris Industries initiated buy at B. Riley & Company (timing uncertain),1
2011-12-31,7270-JP,"Fuji Heavy Industries Ltd's Subaru brand to recall 7,133 imported vehicles in China -- Nikkei",0
2012-01-10,RNO-FR,Tony Fernandes close to signing deal for 50-50 £250M JV with Renault to make new Alpine road car - Sky News,1
2012-01-11,GM-US,"General Motors may name former Volkswagen (VOW.GR) exec, Karl-Thomas Neumann as Opel CEO -- FTD",1
2012-01-25,PII-US,Polaris Industries reports Q4 EPS $0.90 vs FactSet $0.88,0
2012-01-26,PII-US,Polaris Industries downgraded to neutral from outperform at Wedbush Securities,1
2012-02-02,PII-US,Polaris Industries increases quarterly dividend by 64.4% to $0.37 from $0.225,1
2012-02-05,7202-JP,General Motors's (GM) first suggestion was to buy more than a third of Isuzu Motors - Reuters,0
2012-02-05,7202-JP,Isuzu Motors in strong position for negotiations with General Motors (GM) - Nikkei,0
2012-03-18,GM-US,WSJ discusses General Motors potenitally expanding alliance with Peugeot (UG.FP),0
2012-03-21,7202-JP,Isuzu Motors looking for partners on diesel engines - Nikkei,1
2012-03-24,GM-US,"General Motors informs German Chancellory of plans to close plant in Bochum, Germany - WSJ, citing WAZ",0
2012-03-26,7261-JP,Mazda to halt production of commercial vehicles - Nikkei,1
2012-03-30,7270-JP,Hitachi (6501.JP) to buy wind turbine generator system from Fuji Heavy Industries; terms undisclosed,0
2012-04-04,PII-US,Polaris Industries downgraded to market perform from outperform at Wells Fargo,1
2012-04-07,500520-IN,Mahindra & Mahindra may bid for Hawker Beechcraft - Bloomberg,0
2012-04-12,PII-US,Polaris Industries mentioned positively at Wedbush,0
2012-04-15,500520-IN,Mahindra & Mahindra looking to make international acquisitions - FT,0
2012-04-17,PII-US,StreetAccount consensus metrics for Polaris Industries,1
2012-04-18,PII-US,Follow-up: Polaris Industries reports Q1 results,0
2012-04-18,PII-US,Polaris Industries reports Q1 EPS $0.85 vs FactSet $0.77,0
2012-04-18,PII-US,Polaris Industries upgraded to outperform from market perform at Wells Fargo,0
2012-04-28,GM-US,General Motors entering talks with Isuzu Motors (7202.JP) on a capital and business alliance - Nikkei,0
2012-05-02,GM-US,General Motors expected to report 2011 net income of about $8B - WSJ,0
2012-05-12,500520-IN,Mahindra & Mahindra may have dropped out of race for Aston Martin - Times of India,0
2012-05-13,GM-US,General Motors close to deal with union on Ellesmere Port - Telegraph,0
2012-05-16,GM-US,"General Motors to move Astra production to UK's Ellesmere Port from Germany plant--- Reuters, citing sources",0
2012-05-24,7261-JP,WSJ says Mazda's cooperation with Fiat (F.IM) doesn't go far enough,0
2012-06-12,PII-US,"Polaris Industries acquires Teton Outfitters, LLC",0
2012-06-14,PII-US,Polaris Industries files snowmobile patent lawsuit against Bombardier subsidiary,1
2012-06-27,RNO-FR,Renault's Argentine (Santa Isabel de Cordoba) production site faces drastic lower demand from Brazil -- Les Echos,0
2012-07-02,GM-US,General Motors preparing restructuring of European operations - WSJ,1
2012-07-10,GM-US,General Motors expected to announce to $10B revolving credit line later this month -- WSJ,1
2012-07-15,GM-US,"General Motors' strategy won't return Opel to profitability, union head says - FT",0
2012-07-18,GM-US,China to buy stakes in US assets from General Motors's pension plan for $1.5-2B - FT,1
2012-07-23,PII-US,StreetAccount consensus metrics preview - PII Q2 earnings,0
2012-07-24,PII-US,Polaris Industries reports Q2 EPS $0.98 vs FactSet $0.92,1
2012-07-24,PII-US,StreetAccount Metric Recap - PII Q2 earnings,1
2012-07-24,PII-US,Polaris enters JV with Eicher Motors Ltd in India,1
2012-07-29,GM-US,General Motors ousting advertising chief - WSJ,0
2012-07-31,PII-US,Polaris Industries guides business unit sales -- slides,0
2012-08-10,GM-US,General Motors says Opel is not for sale and partnership with Peugeot (UG.FP) is going well -- Les Echos,0
2012-08-10,PII-US,RBC says bull case for Polaris is alive and well following management meetings,0
2012-08-20,GM-US,General Motors near agreement to shorten workdays or workweeks at some German Opel factories - WSJ,0
2012-09-13,F-US,Ford may make Alan Mulally nonexecutive chairman after he gives up CEO position - Reuters,1
2012-09-13,F-US,"Ford is working on a restructuring plan for Europe that would include the closing of a factory in Genk, Belgium -- WSJ",1
2012-09-14,F-US,Alan Mulally probably won't stay on as nonexecutive chairman after he gives up CEO position - Detroit News,0
2012-09-14,PII-US,"Wedbush comments on Polaris Industries, shares remain neutral rated",0
2012-09-16,F-US,Canadian Auto Workers trying to negotiate deal with Ford - Globe and Mail,0
2012-09-17,F-US,"Ford reaches tenative 4-yr deal with CAW; Chrysler (F.IM), General Motors (GM) provided additional time to consider deal -- Globe and Mail",1
2012-09-17,7261-JP,"Mazda to stop production at Nanjing factory in China for 4 days starting 18-Sep -- Reuters, citing company spokesman",0
2012-09-18,PII-US,Wedbush comments on Polaris Industries following introduction of new side by side by Can-Am,1
2012-09-19,RNO-FR,"Renault considering sale of Renault-Samsung (005930.KS) Motors - Segye Ilbo, citing industry sources",0
2012-09-20,GM-US,General Motors reaches deal with CAW -- Globe and Mail,1
2012-09-21,PII-US,Polaris Industries initiated equal-weight at Stephens,0
2012-09-28,GM-US,General Motors workers approve deal with CAW - Detroit News,0
2012-10-12,GM-US,"Opel closes production in Bochum in 2016; 3,000 positions could be affected -- Manager Magazin, citing CEO Sedran",0
2012-10-15,PII-US,Polaris Industries estimates raised above consensus at B. Riley,1
2012-10-17,PII-US,StreetAccount consensus metrics preview - PII Q3 earnings,1
2012-10-18,PII-US,Polaris Industries reports Q3 EPS $1.33 vs FactSet $1.20,0
2012-10-18,PII-US,StreetAccount Metric Recap - PII Q3 earnings,0
2012-10-23,F-US,"Ford would like to close Genk, Belgium plant by the end of 2013; to meet with unions Wednesday -- Frankfurter Allgemeine Zeitung",1
2012-11-09,F-US,Ford board to discuss CEO succession plan 13-Sep - WSJ,0
2012-11-14,PII-US,Polaris Industries upgraded to outperform from neutral at Wedbush Securities,1
2012-11-26,500520-IN,Mahindra & Mahindra would like to finalize purchase of Aston Martin stake by end of this week -- Reuters,1
2012-11-26,GM-US,General Motors trying to remake Impala - WSJ,0
2012-11-27,PII-US,Polaris Industries mentioned positively at BMO Capital,0
2012-12-10,PII-US,RBC notes positive dealer survey for Polaris Industries,1
2012-12-18,RNO-FR,Renault and Algerian government to sign definitive agreement for the construction of a production plant in Algeria -- Le Figaro,1
2012-12-20,RNO-FR,WSJ profiles Renault COO Carlos Tavares,1
2013-01-02,175-HK,Zhejiang Geely (175.HK) acquires Manganese Bronze for £11M in cash-free debt-free basis,1
2013-01-13,GM-US,"Chevrolet dealers, employees getting training from Disney (DIS) - WSJ",0
2013-01-15,PII-US,Polaris Industries initiated neutral at SunTrust Robinson Humphrey,0
2013-01-18,GM-US,General Motors will not drive electric cars into the ditch - Detroit News,0
2013-01-20,175-HK,Geely (175.HK) interested in buying remaining 80% of Manganese Bronze -- Sunday Times,0
2013-01-23,500520-IN,"BAE Systems (BA.LN), Mahindra & Mahindra (MM.IN) to review Indian JV - WSJ",0
2013-01-28,PII-US,Polaris Industries downgraded to neutral from buy at B. Riley Caris,0
2013-01-28,PII-US,StreetAccount Consensus Metrics Preview - PII Q4 Earnings,0
2013-01-29,PII-US,Polaris Industries reports Q4 EPS $1.24 vs FactSet $1.23,0
2013-01-29,PII-US,StreetAccount Metric Recap - PII Q4 earnings,0
2013-01-31,PII-US,Polaris Industries increases quarterly dividend by 13.5% to $0.42 from $0.37,0
2013-01-31,PII-US,Polaris Industries elects CEO Scott Wine to chairman of the board,0
2013-02-05,F-US,"Ford to invest $1.1B in Kansas City Plant, hire 2K workers to meet demand for F-150, new van - Detroit News",1
2013-02-18,175-HK,Zhejiang Geely Holding Group likely to secure majority stake in Fisker Automotive -- Reuters citing two sources familiar with case,0
2013-02-20,175-HK,"Volvo Cars to cut 1,000 positions before year-end -- SVT",0
